,title,type,year,age,runtime,genres,production_countries,imdb_score,imdb_votes
1912,I Don't Feel at Home in This World Anymore,Movie,2017,No Rating,93,"drama, thriller, comedy, crime, european",US,6.9,55549
1913,Wet Hot American Summer: Ten Years Later,Show,2017,TV-MA,27,comedy,US,6.9,8502
1914,Abducted in Plain Sight,Movie,2018,G,91,"crime, documentation, thriller, drama",US,6.8,18165
1915,Annabelle: Creation,Movie,2017,R,110,"horror, thriller",US,6.5,129883
1916,Seven Seconds,Show,2018,TV-MA,62,"crime, drama",US,7.7,15323
1917,The Witch: Part 1. The Subversion,Movie,2018,No Rating,125,"fantasy, action, european",KR,7.1,9862
1918,Kodachrome,Movie,2017,No Rating,105,"drama, comedy, european",US,6.8,16482
1919,Devilman Crybaby,Show,2018,TV-MA,25,"scifi, animation, action, drama, fantasy, horror",JP,7.6,18575
1920,Calibre,Movie,2018,No Rating,101,"thriller, horror, drama",GB,6.8,27622
1921,Oats Studios,Show,2017,TV-MA,6,"scifi, horror",US,6.4,870
1922,Two Sentence Horror Stories,Show,2017,TV-14,22,"drama, horror, thriller",US,5.5,1841
1923,I Am Not Your Negro,Movie,2017,R,93,"documentation, history, european","BE, FR, US",7.9,21632
1924,Black Spot,Show,2017,TV-MA,55,"drama, thriller, crime, horror, european","BE, FR",7.4,10705
1925,Rust Valley Restorers,Show,2018,TV-14,45,documentation,CA,7.8,2732
1926,Bird Box,Movie,2018,R,124,"thriller, drama, horror, scifi",US,6.6,325194
1927,Everything Sucks!,Show,2018,TV-14,24,"drama, comedy",US,7.5,18023
1928,The Zookeeper's Wife,Movie,2017,PG-13,122,"drama, war, history","GB, US, CZ",7.0,42808
1929,Bad Blood,Show,2017,TV-14,46,"drama, crime",CA,7.5,9593
1930,Five Came Back,Show,2017,TV-MA,65,"war, documentation, history",US,8.3,4600
1931,Outlaw King,Movie,2018,R,121,"drama, action, history, war","GB, US",6.9,69834
1932,Queer Eye,Show,2018,TV-14,47,reality,US,8.5,18147
1933,Veronica,Movie,2017,R,105,horror,ES,6.2,40254
1934,James Acaster: Repertoire,Show,2018,TV-14,52,comedy,GB,8.4,3545
1935,The Keepers,Show,2017,TV-MA,56,"crime, action, drama, documentation",US,7.6,14
1936,Beirut,Movie,2018,R,109,"thriller, action, crime, drama",US,6.4,21843
1937,The Night Comes for Us,Movie,2018,R,121,"thriller, action",ID,6.9,25500
1938,13 Reasons Why,Show,2017,TV-MA,58,"drama, thriller",US,7.5,282373
1939,Pine Gap,Show,2018,TV-MA,56,"drama, thriller",AU,7.2,4772
1940,Destination Wedding,Movie,2018,R,84,"romance, comedy, drama",US,6.0,28933
1941,Nightflyers,Show,2018,TV-MA,44,"scifi, thriller, drama, horror",US,5.8,13103
1942,Cam,Movie,2018,No Rating,95,"horror, thriller, drama",US,5.9,31042
1943,Black Lightning,Show,2018,TV-14,42,"scifi, action, drama",US,6.1,24646
1944,The Meyerowitz Stories (New and Selected),Movie,2017,No Rating,112,"drama, comedy",US,6.9,47971
1945,Malevolent,Movie,2018,No Rating,89,"horror, thriller",GB,4.8,13290
1946,The Babysitter,Movie,2017,R,85,"horror, comedy",US,6.4,86953
1947,When We First Met,Movie,2018,PG-13,97,"fantasy, comedy, romance",US,6.4,48215
1948,Extinction,Movie,2018,R,96,"drama, thriller, scifi, action",US,5.8,51781
1949,To All the Boys I've Loved Before,Movie,2018,PG-13,100,"romance, comedy, drama",US,7.1,101175
1950,Troy: Fall of a City,Show,2018,TV-MA,58,"war, fantasy, romance, action",GB,3.9,13677
1951,Cargo,Movie,2017,No Rating,105,"drama, thriller, horror, scifi",AU,6.3,42722
1952,The Dragon Prince,Show,2018,TV-Y7,27,"scifi, animation, action, drama, family, fantasy, thriller",US,8.4,21635
1953,Dear White People,Show,2017,TV-MA,29,"comedy, drama",US,6.1,24863
1954,Everybody Knows,Movie,2018,R,132,"drama, crime, thriller, european","IT, ES, FR",6.9,34009
1955,VeggieTales in the City,Show,2017,TV-Y,23,"comedy, family, music, animation",US,5.7,110
1956,Requiem,Show,2018,TV-MA,58,"drama, animation, fantasy, thriller",GB,6.4,6421
1957,Wormwood,Show,2017,TV-14,43,"crime, drama, documentation, fantasy",US,7.0,4181
1958,Perfume,Show,2018,TV-MA,29,"crime, thriller, drama, documentation, comedy, romance",DE,7.1,8536
1959,The Guernsey Literary & Potato Peel Pie Society,Movie,2018,No Rating,124,"romance, drama, history, war","GB, US, FR",7.3,44917
1960,1922,Movie,2017,No Rating,102,"horror, crime, documentation, drama, thriller",US,6.2,60982
1961,Evil Genius,Show,2018,TV-MA,48,"crime, documentation",US,7.5,27516
1962,Home Again,Movie,2017,PG-13,97,"drama, romance, comedy",US,5.8,31620
1963,Mudbound,Movie,2017,R,120,"drama, war",US,7.4,47676
1964,The Book of Henry,Movie,2017,PG-13,105,"thriller, crime, drama",US,6.5,27052
1965,Explained,Show,2018,TV-MA,21,documentation,US,8.0,8831
1966,"Jim & Andy: The Great Beyond - Featuring a Very Special, Contractually Obligated Mention of Tony Clifton",Movie,2017,No Rating,94,"comedy, documentation","US, CA",7.7,25593
1967,Cells at Work!,Show,2018,TV-14,23,"action, fantasy, animation, comedy",JP,7.5,2206
1968,She-Ra and the Princesses of Power,Show,2018,TV-Y7,24,"scifi, action, family, animation, fantasy, comedy, drama",US,7.8,14935
1969,Stranger,Show,2017,TV-MA,64,"drama, thriller, crime, romance, scifi, comedy",KR,8.5,7645
1970,The Rain,Show,2018,TV-MA,43,"drama, scifi, thriller",DK,7.3,616
1971,The Innocent Man,Show,2018,TV-MA,47,"documentation, crime",US,7.3,5883
1972,Berlin Syndrome,Movie,2017,R,116,"thriller, horror, drama",AU,6.2,24733
1973,Anon,Movie,2018,R,100,"scifi, drama, action, crime, thriller, european","US, GB",6.1,42608
1974,Rascal Does Not Dream of Bunny Girl Senpai,Show,2018,TV-14,25,"animation, comedy, thriller, fantasy, romance, drama",JP,8.1,10400
1975,Replicas,Movie,2018,PG-13,107,"thriller, drama, scifi","PR, US, GB, CN",5.5,37340
1976,Private Life,Movie,2018,R,123,"drama, comedy",US,7.2,19023
1977,Beyond Skyline,Movie,2017,R,105,"scifi, thriller, horror, action","SG, US, GB, ID, CA, CN",5.3,21540
1978,A Futile and Stupid Gesture,Movie,2018,No Rating,101,comedy,US,6.7,15750
1979,Mirai,Movie,2018,PG,98,"fantasy, animation, drama, family",JP,7.0,14983
1980,The Strangers: Prey at Night,Movie,2018,No Rating,85,"thriller, horror","US, GB",5.2,30499
1981,Dirty Money,Show,2018,TV-14,63,"crime, documentation",US,8.1,9099
1982,Tidelands,Show,2018,TV-MA,42,"scifi, fantasy, crime, drama",AU,6.8,7727
1983,Hilda,Show,2018,TV-Y7,25,"scifi, family, fantasy, animation, comedy, drama",GB,8.5,10162
1984,Friends from College,Show,2017,TV-MA,30,"comedy, drama",US,6.9,20242
1985,King of Thieves,Movie,2018,R,108,"drama, crime, history",GB,5.5,14081
1986,Hold the Dark,Movie,2018,No Rating,125,"thriller, horror, action, drama",US,5.6,36500
1987,My Little Pony: Equestria Girls,Show,2017,TV-Y,24,"animation, comedy, family, fantasy",US,6.4,642
1988,Insatiable,Show,2018,TV-MA,46,"drama, comedy, thriller",US,6.5,27275
1989,Black Mirror: Bandersnatch,Movie,2018,R,90,"scifi, thriller, fantasy, drama","GB, US",7.1,123377
1990,Better Than Us,Show,2018,TV-MA,52,"scifi, drama",RU,7.3,8711
1991,Cable Girls,Show,2017,TV-MA,50,"drama, european",ES,7.6,13855
1992,Sick Note,Show,2017,TV-MA,24,"comedy, crime",GB,6.8,7173
1993,RBG,Movie,2018,PG,98,documentation,US,7.6,14037
1994,Bāhubali 2: The Conclusion,Movie,2017,No Rating,168,"fantasy, action, drama",IN,8.2,91560
1995,The Perfection,Movie,2018,No Rating,90,"thriller, drama, horror, music",US,6.1,41508
1996,The Discovery,Movie,2017,No Rating,102,"thriller, drama, romance, scifi",US,6.2,33579
1997,MEGALOBOX,Show,2018,TV-MA,24,"action, animation, drama, scifi, sport",JP,7.8,3144
1998,The Kindergarten Teacher,Movie,2018,R,96,"drama, thriller, european",US,6.7,15683
1999,Wheelman,Movie,2017,R,82,"thriller, crime, action",US,6.4,19951
2000,Mirage,Movie,2018,R,129,"thriller, drama, documentation, fantasy, music, romance, european",ES,7.4,52657
2001,Set It Up,Movie,2018,PG-13,105,"comedy, romance",US,6.5,49880
2002,An Evening with Beverly Luff Linn,Movie,2018,R,108,"crime, comedy","GB, US",5.8,5457
2003,Transformers: Cyberverse,Show,2018,TV-Y7,11,"action, animation, scifi",US,6.5,350
2004,The Delivery Boy,Movie,2018,No Rating,66,"thriller, drama",NG,6.2,74
2005,Wanderlust,Show,2018,TV-MA,57,drama,,7.0,5225
2006,Jack Whitehall: Travels with My Father,Show,2017,TV-MA,46,"reality, comedy, documentation, european",GB,7.6,5388
2007,Little Italy,Movie,2018,R,102,"romance, comedy","US, CA",5.7,14492
2008,Teasing Master Takagi-san,Show,2018,TV-PG,24,"comedy, animation, romance",JP,7.7,2030
2009,The Boss Baby: Back in Business,Show,2018,TV-G,23,"action, comedy, animation, family, fantasy",US,6.4,3595
2010,The Outsider,Movie,2018,R,120,"crime, thriller, action, drama",US,6.2,25223
2011,My Next Guest Needs No Introduction With David Letterman,Show,2018,TV-MA,55,,US,7.9,5194
2012,Skins,Movie,2017,No Rating,78,"comedy, drama, fantasy, european",ES,6.1,5686
2013,Hannah Gadsby: Nanette,Movie,2018,No Rating,69,"comedy, documentation",AU,8.1,12035
2014,Banana Split,Movie,2018,R,88,comedy,US,6.2,3190
2015,Scissor Seven,Show,2018,TV-PG,15,"action, animation, comedy, drama, fantasy, romance",CN,8.5,297
2016,Damnation,Show,2017,TV-MA,43,"western, drama, crime",US,7.6,8111
2017,Creep 2,Movie,2017,R,80,"horror, thriller, crime, drama",US,6.4,24468
2018,Dumplin',Movie,2018,PG-13,110,"comedy, drama",US,6.5,33206
2019,Shirkers,Movie,2018,No Rating,96,documentation,"GB, US, SG",7.4,5020
2020,The After Party,Movie,2018,No Rating,89,"comedy, horror, music",US,5.7,4348
2021,Red Joan,Movie,2018,R,101,"thriller, drama, history, romance",GB,6.4,12124
2022,Mute,Movie,2018,R,126,"thriller, drama, scifi","GB, DE",5.4,34788
2023,The Magic School Bus Rides Again,Show,2017,TV-Y,25,"animation, family, fantasy",US,6.2,812
2024,Hell Fest,Movie,2018,R,89,"horror, thriller",US,5.5,16610
2025,Small Town Crime,Movie,2018,R,91,"thriller, crime",US,6.6,11167
2026,Adrift,Movie,2018,PG-13,96,"thriller, drama, romance, action, european","HK, IS, US",6.6,54750
2027,Cathedral of the Sea,Show,2018,TV-MA,57,"drama, history",ES,7.4,4292
2028,Haunted,Show,2018,TV-MA,25,"documentation, horror, reality",US,4.6,3150
2029,Happy as Lazzaro,Movie,2018,PG-13,125,"fantasy, drama, european","IT, CH, FR",7.5,17716
2030,A Bad Moms Christmas,Movie,2017,R,104,comedy,US,5.6,49478
2031,A-X-L,Movie,2018,PG-13,98,"scifi, family, thriller, action, drama",US,5.3,11785
2032,The Other Side of the Wind,Movie,2018,R,122,"drama, european","US, FR, IR",6.7,7104
2033,Dave Chappelle,Show,2017,No Rating,60,"comedy, documentation",US,8.7,2753
2034,Ravenous,Movie,2017,No Rating,104,"horror, animation, documentation, scifi, thriller, action, drama",CA,5.8,9154
2035,Salt Fat Acid Heat,Show,2018,No Rating,40,documentation,US,7.7,2419
2036,Great News,Show,2017,TV-PG,21,comedy,US,7.0,6810
2037,Dark Tourist,Show,2018,TV-MA,41,"action, documentation",NZ,7.5,7158
2038,22 July,Movie,2018,R,143,"thriller, history, crime, drama, european","NO, US, IS",6.8,33246
2039,Abstract: The Art of Design,Show,2017,TV-14,45,documentation,US,8.4,5306
2040,Victoria & Abdul,Movie,2017,PG-13,112,"drama, history","GB, US",6.8,35458
2041,Bakugan: Battle Planet,Show,2018,TV-Y7,20,"scifi, animation, action, comedy, family, fantasy",JP,5.1,220
2042,May the Devil Take You,Movie,2018,R,110,"thriller, horror",ID,5.9,4209
2043,Kakegurui,Show,2017,TV-14,24,"action, animation, drama, thriller",JP,7.2,8547
2044,Numberblocks,Show,2017,TV-Y,5,animation,GB,8.6,198
2045,Dogs,Show,2018,TV-PG,50,documentation,US,8.0,1269
2046,The Forest,Show,2017,TV-MA,52,"crime, thriller, drama, european",FR,7.2,10137
2047,Buster's Mal Heart,Movie,2017,No Rating,96,"thriller, drama, crime",US,6.2,10490
2048,Zoids Wild,Show,2018,TV-Y7,21,"scifi, action, comedy, animation",JP,6.0,25
2049,Death Note,Movie,2017,NC-17,101,"fantasy, horror, thriller, action, crime, drama",US,4.5,83519
2050,Mr. Sunshine,Show,2018,TV-MA,76,"drama, action, history, romance, war",KR,8.7,6855
2051,Bright,Movie,2017,R,117,"thriller, fantasy, action, crime, scifi",US,6.3,183841
2052,The Incredible Jessica James,Movie,2017,No Rating,83,comedy,US,6.5,7496
2053,The Kissing Booth,Movie,2018,No Rating,105,"romance, comedy",GB,5.9,81639
2054,Handsome Devil,Movie,2017,No Rating,95,"drama, comedy, sport, european",IE,7.0,13708
2055,Hotel Transylvania: The Series,Show,2017,TV-Y7,16,"comedy, family, fantasy, horror, animation",US,5.5,694
2056,Sand Castle,Movie,2017,No Rating,113,"drama, action, war","IQ, GB",6.3,22854
2057,My Mister,Show,2018,TV-14,79,"drama, family",KR,9.2,5481
2058,Magic for Humans,Show,2018,TV-14,24,"comedy, reality",US,7.1,3316
2059,Bill Nye Saves the World,Show,2017,TV-14,30,comedy,US,3.5,7233
2060,1983,Show,2018,TV-MA,57,"drama, crime, thriller",PL,6.8,4173
2061,Errementari: The Blacksmith and the Devil,Movie,2018,No Rating,98,"drama, fantasy, horror, thriller, european","ES, FR",6.4,11561
2062,Holy Camp!,Movie,2017,No Rating,109,"comedy, european",ES,6.2,3986
2063,"Game Over, Man!",Movie,2018,R,100,"comedy, action",US,5.4,29773
2064,Forgotten,Movie,2017,No Rating,109,"thriller, horror, crime, scifi",KR,7.4,29804
2065,Piercing,Movie,2018,R,82,"thriller, horror","FR, US",5.5,7534
2066,Unit 42,Show,2017,No Rating,48,"crime, thriller, drama, european",BE,7.0,2311
2067,Innocent,Show,2017,TV-14,51,"drama, crime",TR,8.4,17727
2068,Black Earth Rising,Show,2018,TV-MA,59,"crime, thriller",GB,7.4,4790
2069,On Body and Soul,Movie,2017,No Rating,116,"fantasy, drama, romance",HU,7.5,27003
2070,Mowgli: Legend of the Jungle,Movie,2018,PG-13,105,"drama, fantasy","GB, US",6.5,60870
2071,No Escape Room,Movie,2018,No Rating,85,"thriller, horror",US,5.0,4277
2072,I Am a Killer,Show,2018,TV-MA,46,"crime, documentation",GB,7.4,3937
2073,Goon: Last of the Enforcers,Movie,2017,R,101,"comedy, sport",CA,5.8,13476
2074,Nailed It!,Show,2018,TV-PG,33,"reality, comedy",US,7.4,4682
2075,Aggretsuko,Show,2018,TV-14,16,"animation, music, romance, comedy, drama",JP,8.0,6005
2076,Immortals,Show,2018,TV-MA,28,"scifi, action, drama, fantasy, thriller, music",TR,5.4,3087
2077,Ricky Gervais: Humanity,Movie,2018,R,79,comedy,GB,7.9,18523
2078,Trolls Holiday,Movie,2017,PG,26,"fantasy, comedy, family, romance, animation",,6.2,2725
2079,To the Bone,Movie,2017,No Rating,107,drama,US,6.8,47025
2080,On My Block,Show,2018,TV-14,29,"comedy, drama",US,7.9,15642
2081,Sunderland 'Til I Die,Show,2018,TV-MA,41,"documentation, sport",GB,8.1,7943
2082,Gypsy,Show,2017,TV-MA,59,"drama, thriller",US,6.8,16133
2083,The Bar,Movie,2017,No Rating,102,"horror, thriller, comedy, fantasy, european",ES,6.3,25934
2084,Siberia,Movie,2018,R,105,"thriller, european, crime, romance","DE, CA, US",4.3,15038
2085,Alexa & Katie,Show,2018,TV-Y7,25,"comedy, drama",US,7.4,4687
2086,Woodshock,Movie,2017,R,100,"thriller, horror, drama, fantasy",US,4.2,1933
2087,War Machine,Movie,2017,R,122,"drama, comedy, war",US,6.0,45972
2088,Illang: The Wolf Brigade,Movie,2018,R,140,"thriller, drama, action, scifi",KR,5.9,5073
2089,Security,Movie,2017,R,87,"crime, thriller, action, european",US,5.7,18618
2090,Newness,Movie,2017,No Rating,112,"drama, romance",US,6.3,16459
2091,Bitter Daisies,Show,2018,No Rating,71,"drama, thriller",ES,7.2,3274
2092,The Breaker Upperers,Movie,2018,No Rating,82,comedy,NZ,5.9,6008
2093,Joan Didion: The Center Will Not Hold,Movie,2017,No Rating,92,documentation,US,7.4,2596
2094,Clive Davis: The Soundtrack of Our Lives,Movie,2017,PG-13,123,"music, documentation",US,7.5,950
2095,Life Sentence,Show,2018,TV-14,42,"drama, comedy",US,6.4,3855
2096,Cry Babies Magic Tears,Show,2018,TV-Y,12,"animation, family",FR,4.8,36
2097,She's Gotta Have It,Show,2017,TV-MA,32,comedy,US,6.8,4624
2098,The Toys That Made Us,Show,2017,TV-14,45,"documentation, comedy, history",US,8.0,5545
2099,The Standups,Show,2017,TV-MA,30,comedy,US,6.6,1225
2100,Baby,Show,2018,TV-MA,45,drama,IT,6.8,10990
2101,Unsolved: The Murders of Tupac and The Notorious B.I.G.,Show,2018,TV-MA,45,crime,US,7.8,7651
2102,Disjointed,Show,2017,TV-MA,27,comedy,US,6.8,9980
2103,We the Animals,Movie,2018,R,94,drama,US,6.9,4181
2104,Spirit: Riding Free,Show,2017,TV-Y7,23,"action, animation, comedy, drama, family, western, documentation",US,6.6,993
2105,Welcome Home,Movie,2018,R,97,"thriller, horror, drama",US,5.2,7387
2106,Midnight Sun,Movie,2018,PG-13,91,"drama, romance, european",US,6.6,29565
2107,Unicorn Store,Movie,2017,No Rating,92,"fantasy, comedy, drama",US,5.5,19140
2108,Tau,Movie,2018,R,97,"thriller, scifi",US,5.8,30611
2109,Brain on Fire,Movie,2017,PG-13,95,"drama, european","IE, CA",6.6,21164
2110,White Gold,Show,2017,TV-MA,29,"comedy, european",GB,7.4,10981
2111,Voice,Show,2017,TV-14,63,"crime, thriller, action",KR,7.5,1949
2112,The Good Cop,Show,2018,TV-PG,49,"comedy, drama, crime, documentation",US,6.9,5620
2113,If I Leave Here Tomorrow: A Film About Lynyrd Skynyrd,Movie,2018,No Rating,94,"documentation, music",US,7.9,1285
2114,Bathtubs Over Broadway,Movie,2018,PG-13,87,"comedy, music, documentation",US,7.6,1065
2115,Record of Grancrest War,Show,2018,TV-14,24,"scifi, action, fantasy, war, animation",JP,7.1,893
2116,Hitler's Circle of Evil,Show,2018,TV-14,52,"documentation, war, history",GB,8.0,4241
2117,What the Health,Movie,2017,No Rating,97,documentation,US,7.4,28911
2118,Rotten,Show,2018,TV-MA,56,documentation,US,7.2,3675
2119,Duck Butter,Movie,2018,No Rating,94,"drama, comedy, romance",US,5.3,3909
2120,Because This Is My First Life,Show,2017,TV-14,56,"comedy, drama, romance",KR,8.2,4168
2121,The Long Dumb Road,Movie,2018,R,90,comedy,US,6.1,3172
2122,Abby Hatcher,Show,2018,TV-Y,20,"fantasy, animation, comedy, family",US,6.1,163
2123,Unauthorized Living,Show,2018,TV-MA,76,drama,ES,7.4,4555
2124,LEGO Friends: Girls on a Mission,Show,2018,TV-Y,11,animation,"DK, US",7.7,106
2125,Tabula Rasa,Show,2017,TV-MA,52,"drama, horror, thriller, european",BE,8.0,10161
2126,Murder Mountain,Show,2018,TV-MA,49,"crime, documentation",US,6.8,3045
2127,Nicky Jam: El Ganador,Show,2018,No Rating,44,"drama, music",PR,7.7,1129
2128,SKY Castle,Show,2018,TV-MA,68,drama,KR,8.6,2835
2129,Sisters,Show,2017,TV-14,36,"drama, comedy",AU,7.5,1729
2130,Suburra: Blood on Rome,Show,2017,TV-MA,48,"crime, action, european",IT,7.9,14346
2131,Bill Nye: Science Guy,Movie,2017,No Rating,95,documentation,US,6.5,1208
2132,Mr. Roosevelt,Movie,2017,No Rating,90,comedy,US,6.2,3320
2133,John Mulaney: Kid Gorgeous at Radio City,Movie,2018,R,65,comedy,US,7.9,7696
2134,Win It All,Movie,2017,No Rating,88,comedy,US,6.2,9108
2135,Norm Macdonald Has a Show,Show,2018,No Rating,35,comedy,US,8.6,3473
2136,Andhadhun,Movie,2018,R,139,"thriller, music, drama, comedy, crime",IN,8.2,88359
2137,Just Between Lovers,Show,2017,TV-14,73,"drama, romance",KR,8.2,1872
2138,The Epic Tales of Captain Underpants,Show,2018,TV-Y7,24,"animation, comedy, family, action",US,6.7,879
2139,Ugly Delicious,Show,2018,TV-MA,51,documentation,US,7.8,3505
2140,The House of Flowers,Show,2018,TV-MA,31,"drama, comedy",MX,7.6,7722
2141,In Darkness,Movie,2018,No Rating,110,thriller,"GB, US",5.7,13098
2142,Shimmer Lake,Movie,2017,No Rating,83,"thriller, crime, drama","CA, US",6.3,14098
2143,Somewhere Between,Show,2017,TV-14,42,"crime, drama, scifi, thriller",US,6.2,5746
2144,Hot Date,Show,2017,TV-MA,19,comedy,US,7.1,616
2145,The Debt Collector,Movie,2018,No Rating,96,"action, comedy","GB, US",5.8,7344
2146,Orbiter 9,Movie,2017,No Rating,95,"scifi, drama, romance, european",ES,5.9,7586
2147,Day of the Dead: Bloodline,Movie,2017,R,90,"horror, drama, scifi, thriller, action, european","BG, US",3.4,11841
2148,Lovesong,Movie,2017,No Rating,85,"romance, drama",US,6.3,4908
2149,Lawless Lawyer,Show,2018,TV-14,64,"action, crime, drama, thriller",KR,7.7,1572
2150,Reversing Roe,Movie,2018,No Rating,99,documentation,US,7.5,1281
2151,First They Killed My Father,Movie,2017,R,136,"drama, history, war","KH, US",7.2,17871
2152,The Titan,Movie,2018,R,97,"thriller, fantasy, scifi, drama, romance","US, GB, ES",4.8,30698
2153,Welcome to the Family,Show,2018,TV-MA,48,comedy,ES,6.6,442
2154,Llama Llama,Show,2018,TV-Y,15,"animation, family",US,6.5,270
2155,Borderliner,Show,2017,TV-MA,49,"drama, thriller, crime, history, war, documentation",NO,6.8,3999
2156,Girlfriend's Day,Movie,2017,No Rating,70,"drama, comedy",US,5.2,4197
2157,Animal Crackers,Movie,2017,PG,105,"comedy, animation, family, fantasy","CN, US, ES",5.8,3352
2158,A Korean Odyssey,Show,2017,TV-MA,75,"comedy, romance, fantasy, horror",KR,8.0,4535
2159,Dude,Movie,2018,No Rating,90,"comedy, drama",US,5.2,6873
2160,My Happy Family,Movie,2017,No Rating,119,drama,"FR, GE, DE",7.4,3826
2161,Unrest,Movie,2017,No Rating,97,"documentation, drama, history, romance, european","GB, US, DK",7.6,2904
2162,iBoy,Movie,2017,No Rating,90,"scifi, action, crime, thriller",GB,6.0,22594
2163,Ibiza,Movie,2018,No Rating,94,"comedy, romance",US,5.2,17194
2164,The Resurrection of Gavin Stone,Movie,2017,PG,91,"drama, family, romance, comedy",US,6.2,2233
2165,Power Rangers Ninja Steel,Show,2017,TV-Y7,24,"action, scifi, thriller, drama",US,6.1,862
